"category","issue","scope","start","end","duration","diversity","connectivity","vendors_involved","rfo_category","rfo_description"
"Multi-site","NOC-625728","Multiple CrownCastle Dark fiber circuits were unstable.","2020-07-13 13:59:00","2020-07-13 14:22:00","00:23","Chaffey Joint Union Hight School District ;; Los Angeles USD ;; San Bernardino CSS","","Sunesys","unknown","Generic DF RFO"
"Multi-site","NOC-625724","Multiple circuits in Bay Area briefly bounced.","2020-07-13 13:28:00","2020-07-13 13:29:00","00:01","Alameda County Library ;; Berkeley CC ;; Cabrillo CCD ;; College of the Redwoods CCD ;; DeAnza - Foothill DeAnza CCD ;; Gavilan - Gavilan Joint CCD ;; Humboldt State University ;; Mission College ;; Peralta CCD Office ;; San Jose CC ;; Solano County CCD ;; West Valley-Mission CCD","","AT&T","unknown","ATT unable to identify RFO"
"Multi-site","NOC-625693","Multiple circuits in the LA and Tustin region were down.","2020-07-13 10:01:00","2020-07-13 10:02:00","00:01","Canyon Country Education Center ;; Cerritos CCD ;; College of the Canyons ;; Compton College ;; CSU Channel Islands ;; CSU Northridge ;; Cypress College ;; El Camino College ;; Fullerton College ;; LA City College ;; LA Harbor College ;; LA Mission College ;; LA Southwest College ;; Moorpark College ;; Moreno Valley College ;; Norco CC ;; North Orange County CCD Office ;; Oxnard - Ventura County CCD ;; Rancho Santiago CCD ;; Riverside CCD ;; Ventura College ;; West Los Angeles College","","AT&T","faulty line card",""
"Multi-site","NOC-625674","Multiple CrownCastle Dark fiber circuits are unstable.","2020-07-13 02:24:00","2020-07-13 06:25:00","04:01","Los Angeles USD","Los Angeles Public Library","Crown Castle","provider maintenance","Techs bumped fibers during unrelated maintenance"
"Library","NOC-625666","Corona Public Library is unavailable.","2020-07-12 22:38:00","2020-07-13 02:25:00","03:47","","Corona Public Library","Environmental","power outage",""
"UC","NOC-625653","UCPath Center brief outage.","2020-07-12 15:43:00","2020-07-12 15:46:00","00:03","","UCPath Center","Sunesys","other","Spectrum MTU reset after power loss"
"K12/COE","NOC-625646","Placer COE circuit to West Sacramento was down.","2020-07-12 10:11:00","2020-07-12 11:11:00","01:00","Placer COE","","Environmental","power outage",""
"Other","NOC-625637","Los Nettos circuits to Riverside restored","2020-07-12 00:43:00","2020-07-12 10:16:00","09:33","Los Nettos","","Environmental","unknown","No carrier, handoffs down at colo"
"K12/COE","NOC-625623","Santa Maria JUHSD to SLO down","2020-07-11 08:17:00","2020-07-11 14:54:00","06:37","Santa Barbara COE ;; Santa Maria JUHSD","","Environmental","power outage",""
"Other","NOC-625608","CLR-4018 bounce","2020-07-10 18:51:00","2020-07-10 18:52:00","00:01","","","Environmental","unknown",""
"CC","NOC-625517","The OC3 circuit between Palo Verde CCD to Los Angeles hub site is down.","2020-07-09 17:20:00","2020-07-10 15:01:00","21:41","","Palo Verde College","Environmental","power outage",""
"Library","NOC-625592","Yuba County Library power bounce","2020-07-10 12:58:00","2020-07-10 13:07:00","00:09","","Yuba County Library","Environmental","power outage",""
"Library","NOC-625531","El Dorado Hills County Library unreachable","2020-07-09 21:07:00","2020-07-10 04:26:00","07:19","","El Dorado County Library - El Dorado Hills Branch","Environmental","power outage",""
"K12/COE","NOC-625416","Sierra COE - West loss of connectivity.","2020-07-08 19:35:00","2020-07-08 23:08:00","03:33","","Sierra COE - WEST","Environmental","power outage",""
"Multi-site","NOC-625533","Multiple dark fiber circuits are unstable in the Los Angeles region.","2020-07-09 21:57:00","2020-07-09 22:01:00","00:04","Chaffey Joint UHSD ;; Los Angeles USD ;; Los Angeles USD - Van Nuys","","Crown Castle","unknown","Generic DF RFO"
"CC","NOC-625417","San Jose CC down.","2020-07-08 17:48:00","2020-07-08 17:49:00","00:01","San Jose Evergreen CCD District Office ;; San Jose Evergreen Valley CC","San Jose CC","Environmental","power outage",""
"Multi-site","NOC-625441","Circuit between Del Norte COE and Siskiyou COE is down.","2020-07-09 00:31:00","2020-07-09 01:33:00","01:02","Del Norte COE ;; Lassen COE ;; Loyalton HS - Sierra COE ;; Modoc COE ;; Plumas COE ;; Siskiyou COE","","Frontier","unknown",""
"K12/COE","NOC-625327","Orange COE's 100GE circuit to Los Angeles is unstable.","2020-07-07 21:17:00","2020-07-07 22:55:00","01:38","Orange County Department of Education","","Crown Castle","unknown",""
"Library","NOC-625555","100G circuit bounced.","2020-07-10 02:47:00","2020-07-10 03:49:00","01:02","","Los Angeles Public Library","Crown Castle","provider maintenance","CCF working another outage and bumping CENIC fibers"
"K12/COE","NOC-625462","Los Angeles USD- Van Nuys 100GE circuit to Tustin bounced.","2020-07-09 06:19:00","2020-07-09 06:24:00","00:05","Los Angeles USD","","Crown Castle","unknown","Pending"
"CC","NOC-625463","The connection to Palomar College North Education Center is up.","2020-07-09 06:45:00","2020-07-09 11:02:00","04:17","","Palomar College North Education Center","Environmental","power outage",""
"CC","NOC-625417","Sierra Joint CCD router down","2020-07-08 19:47:00","2020-07-08 21:01:00","01:14","Sierra CC - Western Nevada County Center ;; Sierra CCD - Roseville Center ;; Sierra CCD - Tahoe-Truckee Center ;; Sierra Joint CCD","","Environmental","power outage",""
"Multi-site","NOC-623435","Higher Level Services Down Following Maintenance","2020-07-08 06:00:00","2020-07-08 10:08:00","04:08","","Caltech ;; University of California, Santa Cruz","Equinix","other","CENIC's configs post-maintenance"
"Multi-site","NOC-625293","Multiple circuits in the Central Valley are down.","2020-07-07 10:08:00","2020-07-07 21:37:00","11:29","Ceres Unified School District ;; Columbia CC ;; CSU Stanislaus ;; CSU Stanislaus - Stockton Center ;; San Joaquin COE ;; San Joaquin Delta College ;; Stanislaus COE","Amador County Library ;; Calaveras County Library ;; Stanislaus County Library ;; Tuolumne County Library","Vast","fiber cut",""
