"category","issue","scope","start","end","duration","diversity","connectivity","vendors_involved","rfo_category","rfo_description"
"CC","NOC-624908","Palo Verde College loss of connectivity.","2020-06-30 20:14:00","2020-06-30 20:28:00","00:14","","Palo Verde College","AT&T","other","Provider configuration"
"UC","NOC-624886","UC San Francisco Health System's 10G circuit to Quincy brief bounce.","2020-06-30 14:11:00","2020-06-30 14:12:00","00:01","","","Zayo","unknown",""
"K12/COE","NOC-624824","Los Angeles Unified School District - Van Nuys 100G Circuit to Tustin is Unstable","2020-06-30 02:45:00","2020-06-30 02:58:00","00:13","","Los Angeles USD - Van Nuys","Crown Castle","unknown",""
"CC","NOC-624819","Palomar Rancho Santa Fe CC circuit to San Diego is down.","2020-06-30 00:28:00","2020-06-30 00:50:00","00:22","","Palomar Rancho Santa Fe CC","AT&T","higher level carrier",""
"Other","NOC-624829","10G circuit between Getty Institute and the Los Angeles hub site bounced.","2020-06-30 04:21:00","2020-06-30 04:22:00","00:01","Getty Institute","","Crown Castle","unknown",""
"UC","NOC-624645","UCSF Health System circuit is down.","2020-06-29 10:51:00","2020-06-29 23:00:00","12:09","","","Zayo","fiber cut",""
"Multi-site","NOC-624727","Multiple AT&T Circuits Outage","2020-06-28 21:34:00","2020-06-28 21:40:00","00:06","Sierra CC - Western Nevada County Center ;; Sierra CCD - Roseville Center ;; Sierra CCD - Tahoe-Truckee Center ;; Sierra Joint CCD","Los Rios CCD - Natomas Center ;; Los Rios CCD El Dorado Center ;; Los Rios CCD Rancho Cordova Ed_Center ;; Los Rios CCD West Sacramento Center","AT&T","unknown",""
"Multi-site","NOC-624695","Multiple circuits to West Sacramento bounced briefly.","2020-06-28 13:41:00","2020-06-28 13:42:00","00:01","Amador COE ;; Calaveras COE ;; Columbia CC ;; CSU Stanislaus ;; Tuolumne COE ;; Yosemite CCD Office","","Vast","unknown",""
"CC","NOC-624672","Ohlone CC circuit instability","2020-06-27 19:09:00","2020-06-27 19:30:00","00:21","Ohlone College ;; Ohlone College Newark Center","","AT&T","unknown",""
"CC","NOC-624658","GigE Circuit Outage","2020-06-27 15:02:00","2020-06-27 15:04:00","00:02","Rio Hondo CC ;; Rio Hondo CC - Fire Academy ;; Rio Hondo CC - Pico Rivera Education Center ;; Rio Hondo CC - South Whittier Education Center ;; Rio Hondo CCD El Monte Education Center","","Spectrum","unknown",""
"Multi-site","NOC-624659","Multiple circuits in the SoCal Region have restored.","2020-06-27 15:12:00","2020-06-27 15:14:00","00:02","Citrus CCD ;; College of the Desert ;; Copper Mountain CCD ;; LA Mission College ;; Mt. San Antonio CCD ;; Santa Fe Springs City Library William C Gordon Learning Center","Monrovia Public Library ;; Pepperdine University - Malibu","Spectrum","unknown",""
"Multi-site","NOC-624659","Multiple circuits in the SoCal Region have restored.","2020-06-27 15:12:00","2020-06-27 15:14:00","00:02","Citrus CCD ;; College of the Desert ;; Copper Mountain CCD ;; LA Mission College ;; Mt. San Antonio CCD ;; Pepperdine University ;; Rio Hondo CC ;; Rio Hondo CC - Fire Academy ;; Rio Hondo CC - Pico Rivera Education Center ;; Rio Hondo CC - South Whittier Education Center ;; Rio Hondo CCD El Monte Education Center ;; Santa Fe Springs City Library William C Gordon Learning Center","Monrovia Public Library","Spectrum","unknown","Dupe due to re-sent announcement"
"Library","NOC-624622","Carlsbad City Library is unreachable.","2020-06-26 18:14:00","2020-06-27 07:40:00","13:26","","Carlsbad City Library","AT&T","fiber cut",""
"Multi-site","NOC-624526","Multiple circuits have restored in the San Diego area.","2020-06-25 13:30:00","2020-06-27 08:41:00","43:11","","Palomar Rancho Santa Fe CC ;; San Diego County Library Vista Branch","AT&T","fiber cut",""
