"category","issue","scope","start","end","duration","diversity","connectivity","vendors_involved","rfo_category","rfo_description"
"Library","NOC-636392","Corona Public Library restored","2020-11-30 01:11:00","2020-11-30 09:33:00","08:22","","Corona Public Library","Environmental","power outage",""
"K12/COE","NOC-636406","The circuit to Sierra COE West is up.","2020-11-30 07:36:00","2020-11-30 08:33:00","00:57","","Sierra COE - WEST","Environmental","power outage",""
"Multi-site","NOC-636391","Circuits Impacted During CENIC Maintenance","2020-11-30 00:13:00","2020-11-30 00:19:00","00:06","Palomar CC South Education Center ;; Palomar College North Education Center ;; Palomar Rancho Santa Fe CC ;; Southwestern CCD ;; Southwestern CCD HEC - Otay Mesa","","CENIC Internal","other","Unexpected impact from CENIC maintenance"
"Multi-site","NOC-636324","Multiple circuits in the SoCal Region are down.","2020-11-27 19:36:00","2020-11-28 16:15:00","20:39","CSU Long Beach ;; LA Harbor College ;; Long Beach City College ;; Los Angeles COE","","AT&T","fiber cut",""
"CC","NOC-636325","Mendocino CC circuit bounce","2020-11-28 04:59:00","2020-11-28 05:00:00","00:01","","Mendocino College","Comcast","unknown",""
"CSU","NOC-636328","Cal Poly Pomona flap","2020-11-28 06:48:00","2020-11-28 06:49:00","00:01","Cal Poly Pomona","","CenturyLink (Level3)","unknown",""
"CC","NOC-636293","Canyon Country Education Center is Down.","2020-11-26 17:08:00","2020-11-27 13:30:00","20:22","College of the Canyons","Canyon Country Education Center","Environmental","power outage",""
"K12/COE","NOC-636314","100GE Circuit Instability","2020-11-27 14:50:00","2020-11-27 17:09:00","02:19","Riverside - Indio COE ;; Riverside COE","","Sunesys","unknown",""
"Library","NOC-636295","Palmdale City Library is unreachable.","2020-11-26 22:27:00","2020-11-27 02:00:00","03:33","","Palmdale City Library","Environmental","power outage",""
"K12/COE","NOC-636246","The 10GE circuit to Los Angeles has restored.","2020-11-25 11:43:00","2020-11-25 11:49:00","00:06","Whittier UHSD","","AT&T","higher level carrier",""
"Library","NOC-636207","Humboldt County Library is unreachable.","2020-11-24 22:00:00","2020-11-25 06:22:00","08:22","","Humboldt County Library","Environmental","power outage",""
"K12/COE","NOC-636220","Frontier circuits bounced.","2020-11-25 01:27:00","2020-11-25 01:29:00","00:02","","Alpine COE","Environmental","power outage",""
"Multi-site","NOC-636217","Multiple circuits in the Central Valley are down.","2020-11-25 00:05:00","2020-11-25 01:53:00","01:48","CSU Bakersfield ;; Fresno City College ;; Kern CCD ;; Kern COE ;; Kern County Library ;; Taft College ;; West Hills CCD ;; West Hills Lemoore CC ;; West Hills North District Center CC","","Vast","faulty line card",""
