"category","issue","scope","start","end","duration","diversity","connectivity","vendors_involved","rfo_category","rfo_description"
"CC","NOC-641122","Sierra College circuit to West Sacrament unstable.","2021-01-31 21:08:00","2021-02-01 01:59:00","04:51","Sierra CC - Western Nevada County Center ;; Sierra CCD - Roseville Center ;; Sierra CCD - Tahoe-Truckee Center ;; Sierra Joint CCD","","WaveBroadband","unknown",""
"Multi-site","NOC-641142","Multiple Circuits Unstable in Southern California","2021-02-01 04:06:00","2021-02-01 04:33:00","00:27","Chaffey CCD ;; Chaffey CCD Fontana Learning Center ;; Chaffey College, Chino Center ;; Crafton Hills College ;; Irvine Valley College ;; Saddleback CC ;; San Bernardino Valley CC","Norco CC ;; Riverside CCD ;; Moreno Valley College ;; Corona Public Library","AT&T","faulty line card",""
"CC","NOC-641082","Victorville CC School of Aviation outage","2021-01-30 16:01:00","2021-01-31 17:37:00","25:36","Victor Valley CCD","Victor Valley CCD - SCLA School of Aviation Technology","Environmental","power outage",""
"UC","NOC-641103","UC Santa Cruz Dark fiber to Sunnyvale is down.","2021-01-31 11:15:00","2021-01-31 23:40:00","12:25","UCSC Extension ;; University of California, Santa Cruz DC ;; University of California, Santa Cruz HPR","","Crown Castle","fiber cut",""
"CC","NOC-641127","Shasta CC - Tehema down","2021-01-31 00:22:00","2021-01-31 00:31:00","00:09","Shasta CC Burney Center ;; Shasta CCD ;; Shasta CCD Health Sciences ;; Shasta CCD Trinity Center","","Environmental","power outage",""
"Library","NOC-641115","Madera County Library was down.","2021-01-31 16:52:00","2021-01-31 17:55:00","01:03","Mariposa County Library ;; Merced County Library","Madera County Library","Environmental","power outage",""
"CC","NOC-641082","Victorville CC School of Aviation outage","2021-01-30 16:01:00","2021-01-30 16:06:00","00:05","Victor Valley CCD","Victor Valley CCD - SCLA School of Aviation Technology","Environmental","power outage",""
"Multi-site","NOC-641057","Multiple circuits in Fresno were unstable","2021-01-30 00:45:00","2021-01-30 00:49:00","00:04","","Stockton-San Joaquin County Public Library / Chavez Library ;; UCANR Kearney REC ;; UCANR Westside REC","AT&T","faulty line card",""
"Library","NOC-641001","Power was unstable.","2021-01-29 18:26:00","2021-01-29 18:44:00","00:18","","Inglewood Public Library","Environmental","power outage",""
"Library","NOC-640971","Willows Public Library is down.","2021-01-29 00:32:00","2021-01-29 13:55:00","13:23","","Willows Public Library","AT&T","fiber cut",""
"UC","NOC-640936","UCANR Sierra Foothill REC is down.","2021-01-28 13:33:00","2021-01-28 21:06:00","07:33","","UCANR Sierra Foothill REC","Environmental","power outage",""
"Library","NOC-640995","CPE reachability has been restored.","2021-01-29 04:06:00","2021-01-29 09:09:00","05:03","","Monterey Park Bruggemeyer Library","Environmental","power outage",""
"CSU","NOC-641000","CSU Monterey Bay Bounce","2021-01-29 07:24:00","2021-01-29 07:30:00","00:06","CSU Monterey Bay","","AT&T","unknown",""
"CC","NOC-640960","College of the Alameda Aviation Center loss of connectivity","2021-01-28 17:55:00","2021-01-28 18:41:00","00:46","","College of the Alameda Aviation Center","Environmental","power outage",""
"CC","NOC-640910","The circuit to San Bernardino CCD is down.","2021-01-28 08:10:00","2021-01-28 22:23:00","14:13","","San Bernardino CCD Office","AT&T","fiber cut",""
"CC","NOC-640951","Shasta CC Trinity outage","2021-01-28 15:48:00","2021-01-28 16:01:00","00:13","Shasta CC - Tehama ;; Shasta CC Burney Center ;; Shasta CCD ;; Shasta CCD Health Sciences","Shasta CCD Trinity Center","Frontier","unknown","RFO pending"
"UC","NOC-640936","UCANR Sierra Foothill REC is down.","2021-01-28 13:33:00","2021-01-28 14:06:00","00:33","","UCANR Sierra Foothill REC","Environmental","power outage",""
"K12/COE","NOC-640691","Yuba COE CPE Reloading","2021-01-26 20:05:00","2021-01-27 04:22:00","08:17","","Yuba COE","Environmental","power outage",""
"UC","NOC-640436","The CPE at UCANR Riverside Moreno is unreachable.","2021-01-23 15:25:00","2021-01-28 10:22:00","114:57","","UCANR Riverside Moreno Valley","Environmental","power outage",""
"K12/COE","NOC-640931","Orange County Department of Education 100GE circuit to Los Angeles is stable.","2021-01-28 11:44:00","2021-01-28 11:56:00","00:12","Orange County Department of Education","","Crown Castle","unknown",""
"Library","NOC-640731","Yolo County Library down","2021-01-26 23:36:00","2021-01-28 08:06:00","32:30","","Yolo County Library","Environmental","power outage",""
"K12/COE","NOC-640905","Plumas COE is Down Due to Power Outage","2021-01-28 06:09:00","2021-01-28 08:53:00","02:44","Del Norte COE ;; Lassen COE ;; Loyalton HS - Sierra COE ;; Modoc COE ;; Siskiyou COE ;; Tulelake Basin Joint USD","Plumas COE","Environmental","power outage",""
"CSU","NOC-640703","CSU Stanislaus Stockton Center is down.","2021-01-26 21:02:00","2021-01-28 01:27:00","28:25","","CSU Stanislaus - Stockton Center","Environmental","power outage",""
"Multi-site","NOC-640883","Multiple AT&T Circuits are unstable.","2021-01-28 01:48:00","2021-01-28 03:20:00","01:32","Chaffey CCD ;; Chaffey CCD Fontana Learning Center ;; Chaffey College, Chino Center ;; Crafton Hills College ;; Irvine Valley College ;; Moreno Valley College ;; Norco CC ;; Riverside CCD ;; Saddleback CC ;; San Bernardino Valley CC","","AT&T","faulty line card",""
"Multi-site","NOC-640895","Multiple Spectrum circuits bounced.","2021-01-28 02:54:00","2021-01-28 02:55:00","00:01","Cuesta College ;; Cuesta College North County Campus ;; Del Norte COE ;; Lassen COE ;; Loyalton HS - Sierra COE ;; Modoc COE ;; Plumas COE ;; Siskiyou COE ;; Tulelake Basin Joint USD","Signal Hill Public Library ;; Victorville City Library","Spectrum","unknown",""
"UC","NOC-640378","UCANR Elkus Ranch REC is up.","2021-01-26 23:40:00","2021-01-27 10:20:00","10:40","","UCANR Elkus Ranch REC","Environmental","power outage",""
"Library","NOC-640781","El Dorado County Library - Pollock Pines Branch down","2021-01-27 04:02:00","2021-01-27 09:27:00","05:25","","El Dorado County Library - Pollock Pines Branch","Environmental","power outage",""
"K12/COE","NOC-640732","Sutter COE Circuit to Triangle Court Down Due to Weather Related Power Outage","2021-01-26 23:49:00","2021-01-27 12:24:00","12:35","Sutter COE","","Environmental","power outage",""
"Multi-site","NOC-640773","Multiple Circuits Down in the Central Valley Region","2021-01-27 02:50:00","2021-01-27 10:07:00","07:17","Amador COE ;; Calaveras COE ;; Columbia CC ;; Colusa COE ;; El Dorado COE ;; Nevada Joint Union HSD ;; Placer COE ;; Tuolumne COE ;; Yuba CC ;; Tulelake Basin Joint UHSD ;; Siskiyou COE ;; Del Norte COE ;; Modoc COE ;; Lassen COE ;; Plumas COE ;; Loyalton HS Sierra COE East ;; CSU Stanislaus ;; Stanislaus COE ;; Modesto City Schools ;; San Joaquin COE ;; San Joaquin Delta CC ;; San Joaquin COE","Amador County Library ;; Calaveras County Library ;; Stanislaus County Library ;; Sutter COE ;; Tuolumne County Library","Vast","faulty line card",""
"K12/COE","NOC-640723","Colusa COE down.","2021-01-26 23:35:00","2021-01-27 01:03:00","01:28","","Colusa COE","Environmental","power outage",""
"CC","NOC-640705","Contra Costa CC is Down Due to Local Power Issue","2021-01-26 21:31:00","2021-01-27 00:03:00","02:32","","Contra Costa CC","Environmental","power outage",""
"K12/COE","NOC-640728","Circuits are unstable.","2021-01-26 23:43:00","2021-01-27 00:34:00","00:51","Butte COE ;; Shasta COE ;; Tehama COE ;; Trinity COE","Glenn COE - Orland","Environmental","power outage",""
"CC","NOC-640696","Los Rios CCD Rancho Cordova Center","2021-01-26 20:19:00","2021-01-27 01:05:00","04:46","","Los Rios CCD Rancho Cordova Ed_Center","Environmental","power outage",""
"CC","NOC-640487","College of the Alameda Aviation Center circuit to Sunnyvale bouncing.","2021-01-25 02:44:00","2021-01-27 01:50:00","47:06","College of the Alameda Aviation Center","","AT&T","faulty line card",""
"CC","NOC-640747","Yuba CC power outage.","2021-01-27 01:58:00","2021-01-27 02:04:00","00:06","","Yuba CC","Environmental","power outage",""
"Library","NOC-640722","Mariposa County Library down.","2021-01-26 23:35:00","2021-01-26 23:38:00","00:03","Madera County Library ;; Mariposa County Library ;; Merced County Library","","Environmental","power outage",""
