"category","issue","scope","start","end","duration","diversity","connectivity","vendors_involved","rfo_category","rfo_description"
"CC","NOC-634399","10GE circuit from Rio Hondo CC to Tustin experienced some instability.","2020-10-31 13:34:00","2020-10-31 13:48:00","00:14","Rio Hondo CC ;; Rio Hondo CC - Fire Academy ;; Rio Hondo CC - Pico Rivera Education Center ;; Rio Hondo CC - South Whittier Education Center ;; Rio Hondo CCD El Monte Education Center","","Time Warner Cable","higher level carrier",""
"Multi-site","NOC-634381","Multiple AT&T circuits in the Southern California region are down.","2020-10-30 16:14:00","2020-10-30 21:55:00","05:41","Chaffey CCD ;; Chaffey CCD Fontana Learning Center ;; Chaffey College, Chino Center ;; Crafton Hills College ;; Irvine Valley College ;; Moreno Valley College ;; Norco CC ;; Riverside CCD ;; Saddleback CC ;; San Bernardino Valley","","AT&T","unknown",""
"CC","NOC-634259","1GE between West Hills Lemoore and West Hills North District Center CC is up.","2020-10-29 15:36:00","2020-10-30 04:39:00","13:03","West Hills CCD ;; West Hills Lemoore CC ;; West Hills North District Center CC","","AT&T","fiber cut",""
"CC","NOC-634282","10G circuit to Tustin restored","2020-10-30 00:33:00","2020-10-30 07:11:00","06:38","Santa Barbara CC ;; Santa Barbara City College - Schott Center ;; Santa Barbara City College - Wake Center ;; Santa Barbara City College Cosmetology Center","","SCE (So Cal Edison)","provider maintenance",""
"Library","NOC-634313","1GE circuit to Sunnyvale was brief unstable.","2020-10-30 09:59:00","2020-10-30 10:01:00","00:02","","Humboldt County Library","Environmental","power outage",""
"Multi-site","NOC-634331","Multiple circuits in the Bay Area bounced.","2020-10-30 11:28:00","2020-10-30 11:37:00","00:09","City of Alameda ;; Contra Costa CCDO ;; Mendocino College ;; San Jose Public Library ;; Shasta CC Burney Center ;; Shasta CCD ;; Shasta CCD Health Sciences ;; Shasta CCC Tehama Campus ;; Shasta CCD Trinity Center","El Dorado County Library - Cameron Park Library ;; El Dorado County Library - El Dorado Hills Branch ;; Orland Free Library ;; Palm Springs Public Library ;; Santa Rosa JC Public Safety Training Center ;; Santa Rosa JC Shone Agriculture Center ;; Santa Rosa Junior College","Comcast","unknown",""
"Multi-site","NOC-634302","Brief outage on the CENIC Backbone.","2020-10-30 08:21:00","2020-10-30 08:23:00","00:02","Los Nettos ;; OpenFlow to Sacramento ;; University of California, Merced HPR ;; University of California, San Diego to NOAA ;; University of California, San Diego to SCE","","CenturyLink (Level3)","fiber damage",""
"Multi-site","NOC-634296","Multiple AT&T Circuits in the SoCal region are unstable.","2020-10-30 02:47:00","2020-10-30 04:30:00","01:43","Cuyamaca CC ;; Grossmont CCDO ;; Mira Costa College Community Learning Center ;; MiraCosta College ;; MiraCosta College San Elijo Campus ;; Southwestern CCD ;; Southwestern CCD HEC - Otay Mesa","Southwestern CCD HEC - National City ;; Southwestern CCD HEC - San Ysidro ;; University of San Diego","Environmental","power outage",""
"Library","NOC-633060","GE circuit to Tustin is degraded","2020-10-25 20:11:00","2020-10-29 05:34:00","81:23","","Santa Clarita Public Library","AT&T","unknown","Investigation is ongoing"
"K12/COE","NOC-634280","10G circuit is down.","2020-10-29 23:52:00","2020-10-30 00:37:00","00:45","Butte COE ;; Glenn COE - Orland ;; Shasta COE ;; Trinity COE","","AT&T","unknown",""
"CC","NOC-634279","Shasta Trinity CC Circuits are Unstable","2020-10-29 23:52:00","2020-10-30 00:37:00","00:45","Shasta CC - Tehama ;; Shasta CC Burney Center ;; Shasta CCD ;; Shasta CCD Health Sciences","Shasta CCD Trinity Center","Frontier","unknown",""
"CSU","NOC-634283","Circuit outage affecting CSU Chancellor's Office","2020-10-30 01:13:00","2020-10-30 02:03:00","00:50","CSU Chancellor's Office","","Spectrum","provider maintenance",""
"CC","NOC-634284","Router reloaded.","2020-10-30 00:35:00","2020-10-30 00:44:00","00:09","Shasta CC - Tehama ;; Shasta CC Burney Center ;; Shasta CCD ;; Shasta CCD Health Sciences ;; Shasta CCD Trinity Center","","CENIC Internal","CPE reset",""
"UC","NOC-634018","The circuit to UCANR Glenn County is down.","2020-10-27 08:20:00","2020-10-29 15:46:00","55:26","","UCANR Glenn County","AT&T ;; CenturyLink (Level3)","other","Misconfiguration during CENIC maintenance"
"CC","NOC-634270","Moreno Valley College loss on connectivity.","2020-10-29 18:41:00","2020-10-29 18:42:00","00:01","Norco CC ;; Riverside CCD","Moreno Valley College","AT&T","unknown",""
"CSU","NOC-634145","Circuit outage affecting CSU Chancellor's Office","2020-10-28 12:47:00","2020-10-28 23:34:00","10:47","CSU Chancellor's Office","","Spectrum","fiber cut",""
"Multi-site","NOC-634192","Multiple Spectrum circuits in the SoCal region are unstable.","2020-10-28 21:50:00","2020-10-28 21:51:00","00:01","Antelope Valley College Palmdale Education Center ;; Citrus CCD ;; Riverside COE - Murrieta Office","Rancho Mirage Public Library","Spectrum","fiber cut",""
"CC","NOC-634215","10G circuit between Woodlands CC and Yuba CC is Currently Down","2020-10-29 04:33:00","2020-10-29 07:13:00","02:40","Woodland CC ;; Yuba CC","","Comcast","fiber cut",""
"K12/COE","NOC-634222","100G circuit to Sacramento is up.","2020-10-29 04:33:00","2020-10-29 07:13:00","02:40","Amador COE ;; Contra Costa COE","","WaveBroadband","fiber cut",""
"CC","NOC-634205","Shasta Trinity CC Circuits are Unstable","2020-10-28 21:50:00","2020-10-29 02:53:00","05:03","Shasta CC - Tehama ;; Shasta CC Burney Center ;; Shasta CCD ;; Shasta CCD Health Sciences","Shasta CCD Trinity Center","Frontier","higher level carrier",""
"UC","NOC-634182","UCHS Quincy Outage","2020-10-28 20:29:00","2020-10-28 20:30:00","00:01","UC Health Systems","","CENIC Internal","other","UC decommissioning the services"
"Library","NOC-633907","The circuit to Huntington Beach Public Library is down.","2020-10-26 10:12:00","2020-10-28 11:32:00","49:20","","Huntington Beach Public Library","Environmental","power outage",""
"Multi-site","NOC-634175","Multiple Spectrum circuits bounced in the SoCal region.","2020-10-28 17:39:00","2020-10-28 17:42:00","00:03","Antelope Valley College ;; Antelope Valley College Palmdale Education Center ;; Chaffey CCD ;; Chaffey CCD Fontana Learning Center ;; Chaffey College, Chino Center ;; Citrus CCD","Monrovia Public Library ;; Rancho Mirage Public Library ;; Riverside COE - Murrieta Office","Spectrum","fiber cut",""
"Library","NOC-634157","Newport Beach Public Library circuit instability","2020-10-28 14:42:00","2020-10-28 14:55:00","00:13","","Newport Beach Public Library","Environmental","power outage",""
"Multi-site","NOC-634049","Multiple Frontier circuits are down in the NorCal region.","2020-10-27 14:15:00","2020-10-27 08:15:00","-6:00","Alpine COE ;; Shasta CC - Tehama ;; Shasta CC Burney Center ;; Shasta CCD ;; Shasta CCD Health Sciences ;; Shasta CCD Trinity Center","Yuba CCD Colusa County Campus","AT&T","faulty line card",""
"Multi-site","NOC-634053","Multiple AT&T circuits are down in the NorCal region.","2020-10-27 14:15:00","2020-10-28 08:15:00","18:00","Shasta CC - Tehama ;; Shasta CC Burney Center ;; Shasta CCD ;; Shasta CCD Health Sciences ;; Shasta CCD Trinity Center","UCANR Davis HQ","AT&T","faulty line card",""
"Multi-site","NOC-633861","Circuits in San Diego Unstable due to Maintenance","2020-10-28 04:06:00","2020-10-28 04:56:00","00:50","Cuyamaca CC ;; Grossmont CCDO ;; Mira Costa CC ;; Mira Costa CC - Community Learning Center ;; Mira Costa CC - San Elijo Campus ;; Southwestern CCD ;; Southwestern CCD HEC - Otay Mesa ;; Southwestern CCD HEC - San Ysidro","Southwestern CCD HEC - National City ;; University of San Diego","AT&T","faulty line card",""
"CC","NOC-634062","Sierra CC - Western Nevada County Center circuits are unstable","2020-10-27 16:33:00","2020-10-27 17:53:00","01:20","Sierra CCD - Roseville Center ;; Sierra CCD - Tahoe-Truckee Center ;; Sierra Joint CCD","Sierra CC - Western Nevada County Center","AT&T","higher level carrier",""
"Multi-site","NOC-634088","Multiple services went down during maintenance in Palm Desert hub.","2020-10-28 00:15:00","2020-10-28 00:30:00","00:15","College of the Desert ;; Copper Mountain CCD ;; CSU San Bernardino PDC ;; Imperial Valley College ;; Palomar CC South Education Center ;; Palomar College ;; Palomar College Escondido Center ;; Palomar College North Education Center ;; Palomar Rancho Santa Fe CC ;; Riverside - Indio COE ;; Riverside COE","Palm Springs Public Library ;; UC Riverside Heckman Center","CENIC Internal","other","Unexpected impact from CENIC maintenance"
"CC","NOC-634084","Shasta CC Trinity Center router reloaded","2020-10-28 00:48:00","2020-10-28 00:51:00","00:03","Shasta CC - Tehama ;; Shasta CC Burney Center ;; Shasta CCD ;; Shasta CCD Health Sciences ;; Shasta CCD Trinity Center","","CENIC Internal","CPE reset",""
"K12/COE","NOC-634055","Del Norte COE circuit to Siskiyou COE down.","2020-10-28 00:42:00","2020-10-28 00:49:00","00:07","Del Norte COE ;; Feather River College ;; Lassen COE ;; Loyalton HS - Sierra COE ;; Modoc COE ;; Plumas COE ;; Siskiyou COE ;; Tulelake Basin Joint USD","","Frontier","unknown",""
