"vendors_involved","issue","telco_ticket_id","start","end","duration","rfo_category","rfo_description"
"Environmental","NOC-641701","","2021-02-08 12:30:00","2021-02-08 14:06:00","01:36","power outage",""
"CENIC Internal","NOC-641312","","2021-02-08 07:23:00","2021-02-08 17:02:00","09:39","faulty line card","CENIC LC"
"AT&T","NOC-641681","296981451","2021-02-08 07:23:00","2021-02-08 08:24:00","01:01","faulty line card","CENIC LC"
"Environmental","NOC-641669","","2021-02-07 04:14:00","2021-02-07 04:19:00","00:05","power outage",""
"Environmental","NOC-641669","","2021-02-07 22:25:00","2021-02-07 22:30:00","00:05","power outage",""
"Sunesys ;; Crown Castle ;; Wilcon","NOC-641667","CCF21371005","2021-02-07 21:45:00","2021-02-07 21:50:00","00:05","unknown",""
"CENIC Internal","NOC-641312","","2021-02-07 00:31:00","2021-02-07 00:33:00","00:02","faulty line card","CENIC LC"
"Environmental","NOC-641619","","2021-02-05 15:02:00","2021-02-05 15:40:00","00:38","power outage",""
"AT&T","NOC-641593","","2021-02-05 11:17:00","2021-02-05 11:18:00","00:01","unknown",""
"Environmental","NOC-641557","","2021-02-05 07:28:00","2021-02-05 07:40:00","00:12","power outage",""
"AT&T","NOC-641534","296904360 296906209 296906046","2021-02-04 22:26:00","2021-02-05 04:45:00","06:19","faulty line card",""
"SCE","NOC-641533","","2021-02-05 00:00:00","2021-02-05 04:00:00","04:00","provider maintenance",""
"CENIC Internal","NOC-641521","","2021-02-04 18:29:00","2021-02-04 18:51:00","00:22","other","Fiber bump during CENIC maintenance"
"Frontier","NOC-641483","2909229","2021-02-04 06:54:00","2021-02-04 16:03:00","09:09","unknown",""
"Vast","NOC-641505","","2021-02-04 12:32:00","2021-02-04 13:05:00","00:33","faulty line card",""
"Crown Castle","NOC-641454","","2021-02-03 23:46:00","2021-02-03 23:51:00","00:05","other","Fiber bump during unrelated maintenance"
"SCE","NOC-641358","","2021-02-03 01:50:00","2021-02-03 07:15:00","05:25","provider maintenance",""
"Environmental","NOC-641369","","2021-02-03 04:42:00","2021-02-03 09:11:00","04:29","power outage",""
"AT&T","NOC-641394","GCSC 296863628, ENOC LE-132245","2021-02-03 13:42:00","2021-02-03 13:48:00","00:06","unknown",""
"Spectrum","NOC-641294","EIT-80487437","2021-02-02 15:22:00","2021-02-02 21:16:00","05:54","fiber damage",""
