"category","issue","scope","start","end","duration","diversity","connectivity","vendors_involved","rfo_category","rfo_description"
"Multi-site","NOC-635331","Multiple AT&T circuits went down in NorCal area.","2020-11-13 03:26:00","2020-11-13 03:44:00","00:18","Butte COE ;; College of the Siskiyous ;; Del Norte COE ;; Glenn COE - Orland ;; Lassen COE ;; Loyalton HS - Sierra COE ;; Modoc COE ;; Shasta CC - Tehama ;; Shasta CC Burney Center ;; Shasta CCD ;; Shasta CCD Health Sciences ;; Shasta CCD Trinity Center ;; Shasta COE ;; Siskiyou COE ;; Trinity COE ;; Tulelake Basin Joint USD","Tehama COE","AT&T","higher level carrier",""
"Multi-site","NOC-635316","Multiple Dark Fiber circuits are unstable in the Southern California region.","2020-11-13 02:45:00","2020-11-13 02:50:00","00:05","Orange County Department of Education ;; University of California, Irvine","Los Angeles USD - Van Nuys","Crown Castle","unknown",""
"K12/COE","NOC-635310","The circuits between Del Norte COE and Siskiyou COE are down.","2020-11-13 01:32:00","2020-11-13 03:29:00","01:57","Del Norte COE ;; Lassen COE ;; Loyalton HS - Sierra COE ;; Modoc COE ;; Plumas COE ;; Siskiyou COE ;; Tulelake Basin Joint USD","","Frontier","higher level carrier",""
"CC","NOC-635337","Shasta CC Trinity Center was briefly unavailable.","2020-11-13 03:39:00","2020-11-13 03:43:00","00:04","Shasta CC - Tehama ;; Shasta CC Burney Center ;; Shasta CCD ;; Shasta CCD Health Sciences","Shasta CCD Trinity Center","Frontier","provider maintenance",""
"UC","NOC-635250","UCSF Health System circuit down","2020-11-12 12:00:00","2020-11-12 17:23:00","05:23","","","Zayo","fiber cut",""
"Multi-site","NOC-635221","Multiple circuits down in Fresno","2020-11-12 06:59:00","2020-11-12 07:32:00","00:33","Central Valley Independent Network ;; Chowchilla USD ;; Coalinga District Library ;; College of the Sequoias - Hanford Campus ;; College of the Sequoias - Tulare Campus ;; College of the Sequoias CCD ;; CSU Bakersfield ;; CSU Fresno ;; Earlimart School District ;; Fresno City College ;; Fresno County Library ;; Kern CCD ;; Kern COE ;; Madera COE ;; Madera County Library ;; Mariposa County Library ;; Merced CC ;; Merced COE ;; Merced County Library ;; San Joaquin COE ;; San Joaquin Delta College ;; San Luis Obispo COE ;; Stanislaus COE ;; State Center CCD (Fresno) ;; Taft College ;; Tulare COE ;; Tulare County Library ;; Tulare Public Library ;; West Hills CCD ;; West Hills Lemoore CC ;; West Hills North District Center CC","Ceres Unified School District ;; Kern County Library ;; Kings County Library ;; Porterville College","Vast","faulty line card",""
"CC","NOC-635178","The circuit between Shasta CC and the Tehama campus is unstable.","2020-11-11 15:57:00","2020-11-12 12:24:00","20:27","Shasta CC - Tehama ;; Shasta CC Burney Center ;; Shasta CCD ;; Shasta CCD Health Sciences ;; Shasta CCD Trinity Center","","AT&T","faulty line card",""
"Library","NOC-635209","Riverside Public Library is unreachable.","2020-11-12 02:23:00","2020-11-12 06:24:00","04:01","","Riverside Public Library","AT&T","faulty line card",""
"K12/COE","NOC-635113","Orange County Dept of Education dark fiber circuit unstable.","2020-11-11 21:54:00","2020-11-11 21:56:00","00:02","Orange County Department of Education","","Crown Castle","unknown",""
"UC","NOC-635182","UCANR Hansen REC is unavailable.","2020-11-11 17:29:00","2020-11-11 19:04:00","01:35","","UCANR Hansen REC","GeoLinks","higher level carrier",""
"Multi-site","NOC-635166","Multiple circuits dropped in Southern California","2020-11-11 13:24:00","2020-11-11 13:45:00","00:21","Long Beach City College ;; Long Beach PCC","Santa Clarita Public Library","AT&T","unknown",""
"Multi-site","NOC-635128","Two 10GE circuits are available following migration troubleshooting.","2020-11-11 03:00:00","2020-11-11 11:51:00","08:51","Calaveras COE ;; Yuba COE","","CENIC Internal","other","CENIC maintenance"
"Multi-site","NOC-635148","Multiple circuits in the Tustin area were down briefly.","2020-11-11 08:57:00","2020-11-11 09:05:00","00:08","CSU Los Angeles ;; LA Valley College ;; Los Angeles COE","","AT&T","faulty line card",""
"K12/COE","NOC-635113","Orange County Department of Education dark fiber to Los Angeles hubsite is unstable.","2020-11-11 00:46:00","2020-11-11 01:06:00","00:20","Orange County Department of Education","","Crown Castle","unknown",""
"Multi-site","NOC-635121","Norco CC was down.","2020-11-11 01:30:00","2020-11-11 01:42:00","00:12","Moreno Valley College ;; Riverside CCD","Norco CC","AT&T","faulty line card",""
