"category","issue","scope","start","end","duration","diversity","connectivity","vendors_involved","rfo_category","rfo_description"
"Multi-site","NOC-633839","Multiple circuits are down in Northern California","2020-10-25 16:02:00","2020-10-27 18:26:00","50:24","Tuolumne COE","El Dorado County Library - Georgetown Branch ;; Los Rios CCD El Dorado Center","Environmental","power outage",""
"K12/COE","NOC-633843","Routers are down","2020-10-25 18:13:00","2020-10-27 16:42:00","46:29","","Nevada Joint Union HSD ;; Sierra COE - WEST","Environmental","power outage",""
"K12/COE","NOC-633832","Sierra COE is unreachable.","2020-10-25 14:00:00","2020-10-27 16:07:00","50:07","","Sierra COE - WEST","Environmental","power outage",""
"Library","NOC-633842","Router is down","2020-10-25 17:13:00","2020-10-27 15:29:00","46:16","","El Dorado County Library - Pollock Pines Branch","Environmental","power outage",""
"Library","NOC-633849","Solano County Library Router is down","2020-10-25 20:29:00","2020-10-26 03:31:00","07:02","","Solano County Library","Environmental","power outage",""
"CC","NOC-633953","Connectivity to Mira Costa CC - Community Learning Center is down.","2020-10-26 16:18:00","2020-10-26 20:08:00","03:50","MiraCosta College ;; MiraCosta College San Elijo Campus","Mira Costa College Community Learning Center","CENIC Internal","other","Faulty UPS"
"Library","NOC-633844","GE Connection is Down","2020-10-25 18:25:00","2020-10-26 16:03:00","21:38","","Tulare County Library","Environmental","power outage",""
"CC","NOC-633963","Routers are down","2020-10-26 17:27:00","2020-10-26 19:24:00","01:57","","LA Pierce College","Environmental","power outage",""
"CC","NOC-633903","All connections to Palomar College North Education Center are down.","2020-10-26 09:58:00","2020-10-26 17:51:00","07:53","Palomar College","Palomar College North Education Center","Environmental","power outage",""
"CSU","NOC-633925","CMS Santa Clara to Los Angeles down","2020-10-26 12:54:00","2020-10-26 14:38:00","01:44","CMS - Santa Clara","","Environmental","power outage",""
