"category","issue","scope","start","end","duration","diversity","connectivity","vendors_involved","rfo_category","rfo_description"
"Multi-site","NOC-633861","Circuits in San Diego Unstable due to Maintenance","2020-10-27 02:25:00","2020-10-27 05:08:00","02:43","Cuyamaca CC ;; Grossmont CCDO ;; Mira Costa CC ;; Mira Costa CC - Community Learning Center ;; Mira Costa CC - San Elijo Campus ;; Southwestern CCD ;; Southwestern CCD HEC - Otay Mesa ;; Southwestern CCD HEC - San Ysidro","Southwestern CCD HEC - National City ;; University of San Diego","AT&T","provider maintenance",""
"Library","NOC-633856","Walteria Branch Library down.","2020-10-25 23:48:00","2020-10-26 08:24:00","08:36","","Walteria Branch Library","Environmental","power outage",""
"UC","NOC-633835","Loss of connectivity to UCANR Hopland REC.","2020-10-25 15:28:00","2020-10-27 10:17:00","42:49","","UCANR Hopland REC","Environmental","power outage",""
"UC","NOC-633845","Router was down","2020-10-25 18:56:00","2020-10-27 08:58:00","38:02","","UCANR Elkus Ranch REC","Environmental","power outage",""
"CC","NOC-633847","Router was down","2020-10-25 19:22:00","2020-10-27 10:38:00","39:16","Santa Rosa JC Public Safety Training Center ;; Santa Rosa Junior College","Santa Rosa JC Shone Agriculture Center","Environmental","power outage",""
"Library","NOC-633922","Downey City Library 1GE to Los Angeles was down","2020-10-26 12:06:00","2020-10-27 09:02:00","20:56","","Downey City Library","Environmental","power outage",""
"Library","NOC-633844","Tuolumne County Library Connection was Down","2020-10-25 18:25:00","2020-10-26 12:38:00","18:13","","Tuolumne County Library","Environmental","power outage",""
"Library","NOC-633674","St. Helena Public Library site is down.","2020-10-22 16:19:00","2020-10-26 10:24:00","90:05","","St. Helena Public Library","Environmental","power outage",""
"CC","NOC-633893","The circuit to Santa Barbara CC Schott Center is currently up.","2020-10-26 08:23:00","2020-10-26 09:48:00","01:25","","Santa Barbara City College - Schott Center","Environmental","power outage",""
"Library","NOC-633857","Palm Spring Public Library down","2020-10-26 01:24:00","2020-10-26 01:45:00","00:21","","Palm Springs Public Library","Environmental","power outage",""
"Library","NOC-633856","Walteria Branch Library down.","2020-10-25 23:48:00","2020-10-26 00:02:00","00:14","","Walteria Branch Library","Environmental","power outage",""
"Multi-site","NOC-633861","Multiple Circuits Briefly Down in San Diego","2020-10-26 02:04:00","2020-10-26 02:13:00","00:09","Cuyamaca CC ;; Grossmont CCDO ;; Southwestern CCD ;; Southwestern CCD HEC - Otay Mesa ;; Southwestern CCD HEC - San Ysidro","Southwestern CCD HEC - National City ;; University of San Diego","AT&T","provider maintenance",""
"CC","NOC-633511","1GE circuit to Sunnyvale is unstable.","2020-10-21 10:46:00","2020-10-25 19:43:00","104:57","Brentwood Center CC","","AT&T ;; CenturyLink (Level3)","unknown",""
"Multi-site","NOC-633795","Multiple AT&T Circuits in the SoCal / San Diego Region restored","2020-10-24 04:56:00","2020-10-24 05:59:00","01:03","Grossmont CCDO ;; MiraCosta College San Elijo Campus ;; Southwestern CCD ;; Southwestern CCD HEC - National City ;; Southwestern CCD HEC - San Ysidro ;; University of San Diego","","AT&T","provider maintenance",""
"CC","NOC-633818","Yuba CCD Colusa County Campus Outage","2020-10-25 09:00:00","2020-10-25 09:30:00","00:30","","Yuba CCD Colusa County Campus","Environmental","power outage",""
"Multi-site","NOC-633621","Multiple AT&T circuits are down.","2020-10-22 07:13:00","2020-10-23 10:50:00","27:37","Lake Tahoe CC ;; Yuba CC ;; Yuba CCD - Sutter County Center","","AT&T","fiber cut",""
"K12/COE","NOC-633462","Sutter County of Education down.","2020-10-20 23:47:00","2020-10-23 15:05:00","63:18","Sutter COE","","CENIC Internal","other","Defective UPS"
"CC","NOC-633767","10GigE circuits down","2020-10-23 14:28:00","2020-10-23 14:34:00","00:06","Norco CC ;; Riverside CCD","Moreno Valley College","Environmental","power outage",""
"Multi-site","NOC-633737","Multiple AT&T circuits are up.","2020-10-23 09:47:00","2020-10-23 09:57:00","00:10","Cuyamaca CC ;; Grossmont CCDO ;; MiraCosta College ;; MiraCosta College San Elijo Campus ;; Southwestern CCD ;; Southwestern CCD HEC - National City ;; Southwestern CCD HEC - San Ysidro","University of San Diego","AT&T","higher level carrier",""
"Multi-site","NOC-633706","Multiple Central valley circuits are unavailable.","2020-10-23 00:07:00","2020-10-23 06:00:00","05:53","Coalinga District Library ;; Fresno County Library ;; Kern County Library ;; Kings County Library","","Vast","provider maintenance",""
"Multi-site","NOC-633720","Multiple AT&T circuits bounced briefly.","2020-10-23 04:12:00","2020-10-23 04:15:00","00:03","City Of Hope ;; Glendale CCD ;; LA Pierce College ;; Long Beach City College ;; Los Angeles COE ;; Pasadena City College - Community Learning Center","","AT&T","unknown",""
"CC","NOC-633544","Both circuits to Victor Valley School of Aviation Technology are down.","2020-10-21 13:57:00","2020-10-23 00:29:00","34:32","","Victor Valley CCD - SCLA School of Aviation Technology","Environmental","power outage",""
"Backbone","NOC-633446","100G CalREN DC backbone circuit between Los Angeles and Riverside is down.","2020-10-20 17:48:00","2020-10-22 19:53:00","50:05","","","Cisco","faulty line card",""
"Multi-site","NOC-633667","Multiple circuits bounced in the Bay Area region.","2020-10-22 13:03:00","2020-10-22 13:04:00","00:01","Humboldt COE ;; Mendocino COE","","AT&T","higher level carrier",""
"K12/COE","NOC-632743","Riverside COE - Indio 100 GE circuit to Palm Desert is unstable.","2020-10-14 18:50:00","2020-10-22 11:22:00","184:32","Riverside - Indio COE","","Charter","faulty optic",""
"Library","NOC-633559","Tuolumne County Library connectivity is down.","2020-10-21 18:15:00","2020-10-22 09:25:00","15:10","","Tuolumne County Library","Environmental","power outage",""
"CC","NOC-633624","Multiple circuits to Palomar Rancho Santa Fe CC are up.","2020-10-22 07:55:00","2020-10-22 09:34:00","01:39","Palomar College Escondido Center ;; Palomar College North Education Center","Palomar Rancho Santa Fe CC","Environmental","power outage",""
"Multi-site","NOC-633590","Several AT&T Circuits in the SoCal region are unstable.","2020-10-22 03:13:00","2020-10-22 03:23:00","00:10","City Of Hope ;; CSU Fullerton ;; Glendale CCD ;; LA Pierce College ;; Long Beach City College ;; Los Angeles COE ;; Pasadena City College - Community Learning Center","LA City College","AT&T","faulty line card",""
"Library","NOC-633588","Victorville City Library Circuit to Riverside is Currently Down","2020-10-22 03:01:00","2020-10-22 04:22:00","01:21","","Victorville City Library","Environmental","power outage",""
"CC","NOC-633568","West Los Angeles College is down","2020-10-21 20:13:00","2020-10-21 22:23:00","02:10","","West Los Angeles College","Environmental","power outage",""
"Multi-site","NOC-633174","CVIN circuits were unstable in Central Valley","2020-10-21 22:58:00","2020-10-21 23:22:00","00:24","Fresno COE ;; Kern COE ;; San Luis Obispo COE (slu-coe)(K12)","","Vast","fiber damage",""
"Multi-site","NOC-633514","Multiple circuits in the Central Valley Region remain stable.","2020-10-21 11:47:00","2020-10-21 11:48:00","00:01","Central Valley Independent Network ;; Chowchilla USD ;; College of the Sequoias - Hanford Campus ;; College of the Sequoias - Tulare Campus ;; College of the Sequoias CCD ;; CSU Bakersfield ;; CSU Fresno ;; Kern CCD ;; Kern COE ;; Kings COE ;; Madera COE ;; Merced CC ;; Merced COE ;; San Joaquin COE ;; Stanislaus COE ;; Taft College ;; Tulare COE ;; West Hills CCD ;; West Hills Lemoore CC ;; West Hills North District Center CC","","Vast","unknown",""
"Multi-site","NOC-633493","Multiple Comcast Circuits Bouncing","2020-10-21 04:22:00","2020-10-21 04:59:00","00:37","Contra Costa CCDO ;; CSU East Bay","","Comcast","provider maintenance",""
"CC","NOC-633476","LA City College connectivity was down.","2020-10-21 02:28:00","2020-10-21 03:00:00","00:32","","LA City College","AT&T","unknown",""
"Multi-site","NOC-633457","Circuits Unstable in the Bay Area","2020-10-20 22:53:00","2020-10-20 23:27:00","00:34","University of California, Berkeley ;; University of California, Office of the President ;; University of California, San Francisco","","Zayo","unknown",""
"CSU","NOC-633470","The 100 GE link between CSU Fullerton and CENIC's Tustin went down briefly.","2020-10-21 01:17:00","2020-10-21 01:18:00","00:01","CSU Fullerton ;; CSU Chancellor's Office via CSU Fullerton ;; SFSU Disaster Recovery Site","","Environmental","unknown",""
