"category","issue","scope","start","end","duration","diversity","connectivity","vendors_involved","rfo_category","rfo_description"
"Multi-site","NOC-638577","Spectrum Outage","2020-12-28 17:56:00","2020-12-28 17:58:00","00:02","Barstow CCD ;; Chaffey College, Chino Center ;; Santa Fe Springs Public Library ;; Whittier UHSD","Camarillo Public Library ;; El Retiro Public Library ;; Monrovia Public Library ;; Redondo Beach Public Library ;; San Bernardino Public Library - Feldheym Central Library ;; Signal Hill Public Library ;; Torrance Public Library - Henderson Branch Library ;; Upland Public Library ;; Walteria Branch Library","Spectrum","unknown","Investigation pending"
"CSU","NOC-638507","The CVIN circuit to CSU Stanislaus restored","2020-12-28 08:42:00","2020-12-28 13:54:00","05:12","CSU Stanislaus","","Vast","faulty line card",""
"CSU","NOC-638485","Cal Poly Pomona's 100G circuit to Los Angeles restored","2020-12-28 06:10:00","2020-12-28 09:40:00","03:30","Cal Poly Pomona","","Environmental","power outage",""
"Library","NOC-638481","Hemet Public Library is unavailable.","2020-12-27 21:46:00","2020-12-27 23:30:00","01:44","","Hemet Public Library","Environmental","power outage",""
"CC","NOC-638418","Santa Monica CC to Santa Monica CC CMD down","2020-12-26 09:52:00","2020-12-27 21:51:00","35:59","Santa Monica College ;; Santa Monica College - Center for Media and Design","","Crown Castle","fiber damage",""
"UC","NOC-637844","Stanford University 10G circuits to Oakland hubsite","2020-12-27 19:15:00","2020-12-27 21:08:00","01:53","Stanford University - DC/HPR","","CENIC Internal","faulty line card","Failing CENIC LC"
"CC","NOC-638373","College of Alameda Aviation Center 1G Instability","2020-12-25 14:57:00","2020-12-26 12:54:00","21:57","College of the Alameda Aviation Center","","AT&T","faulty line card",""
"CC","NOC-638383","GigE circuit to Sunnyvale is unstable","2020-12-25 14:59:00","2020-12-26 12:56:00","21:57","College of the Alameda Science Annex Center","","AT&T","faulty line card",""
"K12/COE","NOC-638420","Stanislaus COE outage","2020-12-26 10:25:00","2020-12-26 12:31:00","02:06","Stanislaus COE ;; Modesto City Schools","","Vast","faulty line card",""
"UC","NOC-638414","UCANR Sierra Foothill REC down","2020-12-26 05:46:00","2020-12-26 10:22:00","04:36","","UCANR Sierra Foothill REC","Environmental","power outage",""
"Multi-site","NOC-638322","Spectrum SoCal Outage.","2020-12-24 21:22:00","2020-12-25 19:20:00","21:58","Ventura COE ;; Ventura County CCD Office","","Spectrum","fiber cut",""
"CC","NOC-638255","Santa Barbara City College 10GE to Tustin is down.","2020-12-23 12:54:00","2020-12-24 00:38:00","11:44","Santa Barbara CC ;; Santa Barbara City College - Schott Center ;; Santa Barbara City College - Wake Center ;; Santa Barbara City College Cosmetology Center","","SCE","fiber cut",""
